0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0


# Wmed 
19.9 44.9 64.1 85.9 91.4
4.4 8.0 12.4 16.7 20.3
15.9 27.3 40.4 53.5 62.2
8.0 18.3 28.2 37.5 48.0
8.1 14.5 25.8 34.1 42.8
6.5 18.9 27.7 36.6 47.9
14.9 31.5 48.0 61.7 80.0
10.5 17.8 27.3 35.0 40.0
10.5 18.4 28.8 35.8 41.1
8.6 15.8 25.2 32.9 37.2
9.1 16.2 25.4 33.9 35.7
8.7 15.8 28.1 35.0 38.8
8.1 13.4 25.8 33.2 41.7
7.3 12.8 23.7 32.3 36.1
9.9 16.2 23.0 33.9 42.0
7.3 20.3 29.3 34.2 44.8
10.8 18.5 23.8 32.2 48.7
11.7 24.2 33.9 45.7 50.0
8.9 25.5 33.0 44.8 44.1
10.0 24.7 35.3 45.2 49.7
10.5 24.6 34.0 44.6 54.8
6.0 17.4 27.9 38.2 36.0
6.6 24.2 33.4 43.6 54.8
8.0 19.0 27.5 36.0 44.0
11.2 22.0 33.0 41.1 42.8
9.0 25.4 35.3 41.4 45.0

# Wmedp_3
8.2 21.6 31.4 40.1 44.5

# Wini 
31.4 22.5  38.1	54.2 64.5
1.8  12.6  23.6	32.7 41.8
14.8 11.0  18.0	25.8 32.2
5.9  17.1  27.7	38.9 50.7
5.3  10.8  21.7	31.0 40.1
3.0  12.4  20.0	30.7 40.4
13.6 14.3  30.1	41.3 54.1
7.9  16.3  29.3	41.0 49.7
8.6  13.9  22.6	31.3 37.9
6.3  12.9  21.5	30.8 36.5
6.9  11.8  20.0	29.2 34.3
7.0  12.0  21.3	29.8 36.3
6.4  10.8  20.2	30.5 38.2
4.9  10.2  17.8	28.9 34.6
6.9  10.9  17.2	28.3 36.8
4.6  14.2  21.8	28.0 39.0
7.2  11.6  22.0	30.7 40.8
7.9  16.2  25.0	33.0 40.1
5.3  17.3  28.3	39.0 44.9
6.4  14.8  30.0	38.6 47.2
8.2  15.7  29.0	39.7 49.8
3.0  13.5  26.2	36.0 40.1
3.9  12.0  24.1	34.9 45.8
4.8  11.2  25.8	34.7 43.8
7.4  13.3  25.0	33.6 39.3
5.8  16.9  27.8	36.9 43.0

# Winip_3
5.0 13.4 25.8 35.2 42.4

# Error_edad 
1 0 0 0 0
0.14 0.74 0.12 0 0
0 0.16 0.74 0.11 0
0 0 0.22 0.78 0
0 0 0 0.2 0.78

# CVs 
 0.6 100.2 100.6 

# log_priorRo 
11

# NMs 
 10.6 11 7 0

# Dt 
 0.5 0.83 0.16 0.16 

# selflota1 
 3 

# selflota2 
 -2 

# selcru1 
 3 

# selcru2 
 -2 

# selpar 
 10 10 10 10 

# opt_qrecl 
 3 

# opt_qpela 
 5 

# opt_qflo 
 4 

# par 
19 0.9 7.2 0.15 0.7 

# opt_Lo 
 -3 -3 

# error_edad 
 2 

# opt_M 
 -2 

# opt_Ro 
-1

# opt_devR 
1

# opt_devNo 
 2 

# opt_F 
 2 

# opt_Fspr 
 8 

# npbr 
 2 

# ratiopbr 
 0.6 0.325 

# nproy 
 2 

# opt_proy 
 1

# opRec 
 3

# opProp 
 0.70 0.30

# mF 
 1 

# Desembactual 
 125980 

# prop_estruc
1
1
1
1
1
 
# Fmedian
 0.68
 
# FrmsH2 
 0
 
# Desemb2doSem
 11095
 
# Descarte
 0.98
 
# Remanente
 35460
 
 
 
 
 
 
 
 
